,0,1,2
146001,190,647,0
146002,326,1666,1
146005,306,1516,1
146006,474,1670,1
146007,195,502,0
146009,1158,1522,0
146013,1011,1659,0
146014,1096,1671,0
146015,107,678,0
146016,1131,1668,0
146017,1008,1642,0
146018,1126,1567,0
146019,1107,1553,0
146020,74,568,0
146022,20,659,0
146024,456,1562,1
146026,1137,1598,0
146027,1137,1656,0
146030,1120,1529,0
146031,120,593,0
146032,140,678,0
146033,134,674,0
146034,618,1916,1
146035,1041,1634,0
146037,1084,1509,0
146038,1095,1617,0
146039,76,571,0
146040,728,1600,1
146041,31,501,0
146042,123,523,0
146044,172,599,0
146045,1068,1609,0
146046,720,1532,1
146047,1182,1678,0
146049,1153,1541,0
146052,1076,1662,0
146053,318,1606,1
146054,38,560,0
146055,100,675,0
146056,1167,1513,0
146057,94,688,0
146058,164,603,0
146059,1188,1692,0
146061,78,529,0
146062,486,1586,1
146063,199,504,0
146066,1032,1548,0
146067,174,623,0
146069,13,669,0
146071,1144,1519,0
146072,1188,1546,0
146073,1183,1521,0
146074,708,1792,1
146075,1088,1583,0
146076,752,1716,1
146078,1107,1616,0
146079,1079,1641,0
146080,1148,1643,0
146081,1142,1552,0
146082,1199,1626,0
146084,580,1966,1
146087,137,698,0
146088,88,573,0
146090,1030,1535,0
146092,1139,1665,0
146094,1197,1656,0
146097,182,508,0
146098,1054,1644,0
146099,1192,1665,0
146100,45,596,0
146102,324,1546,1
146103,85,524,0
146104,1051,1544,0
146106,1139,1674,0
146108,718,1524,1
146109,458,1680,1
146110,350,1628,1
146111,1004,1603,0
146112,350,1886,1
146114,1065,1621,0
146115,1002,1536,0
146116,145,540,0
146117,1186,1543,0
146119,12,574,0
146120,95,511,0
146121,153,559,0
146122,108,693,0
146123,169,587,0
146126,1178,1632,0
146127,93,661,0
146128,58,696,0
146131,36,626,0
146132,1093,1677,0
146134,196,616,0
146135,35,549,0
146137,1155,1670,0
146138,1106,1637,0
146141,2,500,0
146142,73,690,0
146143,35,608,0
146146,1026,1600,0
146147,1080,1532,0
146148,786,1528,1
146149,1007,1568,0
146150,1068,1629,0
146151,490,1622,1
146153,143,608,0
146154,1148,1520,0
146155,1112,1621,0
146158,1169,1595,0
146159,386,1576,1
146160,29,665,0
146161,116,553,0
146162,580,1928,1
146164,1159,1524,0
146166,1184,1623,0
146170,382,1502,1
146171,178,622,0
146172,51,607,0
146174,750,1624,1
146175,1031,1501,0
146176,125,594,0
146177,18,534,0
146178,130,580,0
146180,1041,1684,0
146181,188,554,0
146183,322,1796,1
146185,1101,1502,0
146186,1199,1514,0
146187,400,1544,1
146188,1137,1638,0
146190,1054,1554,0
146191,196,560,0
146193,145,625,0
146195,114,574,0
146197,59,537,0
146199,115,631,0
146201,1141,1522,0
146202,1118,1561,0
146203,1018,1526,0
146204,1073,1628,0
146205,184,592,0
146206,1060,1502,0
146207,318,1500,1
146210,108,609,0
146211,1106,1698,0
146214,90,574,0
146215,496,1860,1
146216,1196,1593,0
146217,492,1590,1
146218,1066,1550,0
146219,736,1512,1
146220,157,664,0
146222,87,585,0
146223,111,559,0
146224,123,587,0
146225,66,670,0
146226,414,1962,1
146227,486,1700,1
146228,770,1562,1
146229,1028,1526,0
146230,1060,1624,0
146232,1187,1659,0
146234,308,1534,1
146236,1078,1541,0
146237,1123,1593,0
146239,374,1522,1
146240,1002,1568,0
146242,158,510,0
146245,1054,1612,0
146247,446,1514,1
146248,158,585,0
146249,458,1478,1
146250,704,1620,1
146251,24,597,0
146252,1107,1513,0
146254,1127,1500,0
146256,66,634,0
146257,760,1520,1
146258,784,1624,1
146259,368,1698,1
146263,484,1650,1
146264,330,1624,1
146266,51,668,0
146270,164,695,0
146273,1150,1508,0
146274,1022,1597,0
146275,438,1620,1
146276,191,568,0
146277,153,558,0
146279,64,642,0
146281,126,605,0
146283,770,1438,1
146284,1025,1664,0
146285,356,1516,1
146286,70,505,0
146288,410,1530,1
146289,1023,1638,0
146290,1100,1660,0
146291,84,570,0
146292,13,562,0
146293,1133,1560,0
146294,1066,1629,0
146296,1020,1594,0
146297,153,700,0
146298,101,546,0
146300,155,660,0
146301,91,525,0
146302,199,618,0
146303,714,1674,1
146306,113,588,0
146307,406,1576,1
146309,1132,1531,0
146310,1163,1508,0
146311,1184,1570,0
146312,736,1686,1
146313,610,1678,1
146314,198,561,0
146315,1100,1593,0
146317,1170,1537,0
146320,1129,1565,0
146321,110,530,0
146322,130,540,0
146323,87,630,0
146325,1137,1525,0
146328,1008,1505,0
146329,100,618,0
146330,1160,1524,0
146331,1020,1573,0
146333,55,510,0
146334,1116,1621,0
146335,1104,1579,0
146336,1035,1501,0
146337,149,675,0
146340,196,586,0
146341,1171,1630,0
146342,173,651,0
146343,107,643,0
146345,133,678,0
146346,1145,1685,0
146348,1177,1521,0
146351,1057,1603,0
146352,1147,1569,0
146353,26,573,0
146354,65,530,0
146355,116,574,0
146356,124,522,0
146357,428,1452,1
146359,782,1658,1
146360,194,664,0
146361,12,523,0
146362,1041,1581,0
146364,41,698,0
146365,29,658,0
146366,74,569,0
146367,1125,1541,0
146369,40,552,0
146371,46,623,0
146372,458,1556,1
146375,1136,1657,0
146377,20,502,0
146378,68,592,0
146379,1136,1592,0
146380,306,1642,1
146381,130,638,0
146382,454,1810,1
146383,1189,1526,0
146388,750,1646,1
146390,480,1560,1
146392,1027,1562,0
146393,96,548,0
146394,1103,1653,0
146396,1033,1596,0
146398,54,530,0
146401,344,1846,1
146402,129,525,0
146403,1105,1521,0
146405,109,616,0
146406,618,1818,1
146408,77,576,0
146410,1106,1583,0
146413,1177,1542,0
146414,1032,1601,0
146415,1131,1594,0
146416,191,681,0
146417,1179,1602,0
146420,330,1512,1
146421,191,674,0
146423,1014,1631,0
146425,720,1622,1
146427,87,516,0
146429,1026,1599,0
146430,436,1504,1
146431,12,644,0
146432,474,1636,1
146433,1152,1586,0
146434,1051,1569,0
146435,1061,1689,0
146436,161,592,0
146437,110,664,0
146438,1028,1578,0
146440,786,1534,1
146442,1162,1602,0
146443,1163,1695,0
146444,43,633,0
146446,134,668,0
146447,94,615,0
146448,732,1656,1
146449,49,566,0
146450,1171,1667,0
146451,194,662,0
146452,78,508,0
146453,1148,1581,0
146455,93,601,0
146456,310,1552,1
146462,484,1506,1
146463,1047,1510,0
146464,1132,1527,0
146466,360,1568,1
146468,1195,1501,0
146470,796,1578,1
146471,1036,1551,0
146473,774,1912,1
146474,320,1654,1
146476,148,525,0
146478,1012,1616,0
146479,1053,1516,0
146480,1151,1621,0
146482,774,1428,1
146484,1072,1669,0
146485,1145,1519,0
146486,81,573,0
146489,1136,1555,0
146490,36,665,0
146494,96,658,0
146497,137,608,0
146500,1105,1638,0
146501,172,653,0
146502,160,509,0
146504,1063,1591,0
146505,146,629,0
146507,185,688,0
146508,1123,1521,0
146510,1025,1504,0
146511,1182,1585,0
146512,1120,1512,0
146513,1051,1654,0
146518,1057,1654,0
146519,101,675,0
146521,18,666,0
146523,1045,1520,0
146526,32,501,0
146529,356,1918,1
146530,70,603,0
146531,100,617,0
146532,1077,1593,0
146533,774,1470,1
146534,1171,1530,0
146537,356,1850,1
146540,1110,1651,0
146541,136,567,0
146545,1176,1591,0
146547,162,623,0
146548,452,1906,1
146549,716,1880,1
146552,1197,1500,0
146553,1086,1549,0
146554,1061,1634,0
146555,492,1514,1
146557,702,1526,1
146558,1035,1619,0
146559,1175,1523,0
146560,103,605,0
146561,1106,1606,0
146564,492,1538,1
146565,1059,1688,0
146567,137,542,0
146568,1013,1528,0
146570,22,655,0
146571,2,674,0
146573,121,528,0
146575,702,1512,1
146576,50,542,0
146577,17,527,0
146578,300,1638,1
146579,458,1616,1
146580,486,1568,1
146583,142,532,0
146587,366,1636,1
146590,1046,1587,0
146591,480,1678,1
146592,1069,1641,0
146594,756,1632,1
146595,1118,1582,0
146596,72,554,0
146597,1057,1640,0
146598,618,1728,1
146599,1163,1580,0
146600,1138,1639,0
146602,142,630,0
146603,59,684,0
146604,778,1552,1
146606,157,692,0
146607,143,510,0
146608,1137,1626,0
146609,778,1576,1
146610,139,505,0
146611,1002,1661,0
146612,1125,1681,0
146614,1158,1552,0
146616,1098,1687,0
146617,794,1868,1
146621,1163,1637,0
146622,128,685,0
146623,1021,1508,0
146624,1138,1523,0
146626,1089,1698,0
146628,1004,1502,0
146629,764,1532,1
146630,488,1862,1
146632,98,557,0
146633,1009,1507,0
146634,197,524,0
146635,149,593,0
146636,308,1666,1
146637,1193,1605,0
146638,167,646,0
146639,52,538,0
146642,1126,1566,0
146643,1031,1523,0
146648,164,630,0
146650,43,525,0
146651,364,1588,1
146653,80,611,0
146657,66,551,0
146658,480,1648,1
146659,464,1622,1
146661,1127,1663,0
146663,1016,1516,0
146664,120,631,0
146665,1032,1620,0
146666,182,641,0
146667,1176,1525,0
146668,191,587,0
146669,1152,1682,0
146671,152,629,0
146672,89,582,0
146673,151,569,0
146677,39,540,0
146678,81,655,0
146679,1084,1612,0
146681,42,631,0
146682,4,543,0
146683,342,1518,1
146684,92,575,0
146685,618,1928,1
146687,47,604,0
146688,99,519,0
146689,177,577,0
146691,71,503,0
146692,125,506,0
146693,109,655,0
146694,191,625,0
146698,618,1778,1
146701,1173,1501,0
146702,1094,1559,0
146703,1169,1631,0
146706,19,624,0
146709,304,1412,1
146712,1152,1523,0
146713,1082,1534,0
146715,728,1860,1
146717,1125,1532,0
146719,1172,1541,0
146721,1001,1700,0
146722,1094,1531,0
146724,1093,1574,0
146725,164,665,0
146726,196,685,0
146727,1010,1599,0
146728,1001,1637,0
146729,160,678,0
146730,79,598,0
146731,168,689,0
146732,718,1696,1
146733,125,629,0
146734,1142,1611,0
146735,1004,1657,0
146737,716,1666,1
146738,33,679,0
146739,103,633,0
146740,1173,1613,0
146743,364,1644,1
146744,74,573,0
146745,44,688,0
146746,1094,1592,0
146747,16,691,0
146749,122,555,0
146756,484,1798,1
146757,72,555,0
146758,378,1696,1
146759,1012,1512,0
146761,1109,1541,0
146762,1015,1608,0
146763,436,1610,1
146764,1078,1512,0
146765,1148,1696,0
146766,116,610,0
146767,1192,1692,0
146768,1152,1606,0
146769,1129,1596,0
146770,158,573,0
146771,1143,1656,0
146773,610,1634,1
146775,193,699,0
146777,1128,1623,0
146778,758,1526,1
146780,1041,1600,0
146781,760,1596,1
146782,440,1868,1
146784,119,506,0
146786,532,1468,1
146787,1175,1679,0
146790,1093,1572,0
146791,172,541,0
146792,1086,1686,0
146793,1020,1590,0
146794,1121,1613,0
146796,1128,1649,0
146797,1100,1578,0
146798,63,614,0
146799,1168,1633,0
146800,1110,1700,0
146801,164,671,0
146802,492,1668,1
146805,197,613,0
146806,1003,1590,0
146808,1039,1574,0
146809,44,529,0
146810,44,671,0
146811,1024,1569,0
146812,180,577,0
146813,1127,1694,0
146814,1170,1618,0
146815,188,626,0
146816,1095,1693,0
146817,1125,1597,0
146818,780,1624,1
146819,1197,1536,0
146822,1018,1589,0
146824,730,1556,1
146825,10,652,0
146826,113,569,0
146827,68,661,0
146828,774,1406,1
146829,1055,1556,0
146830,1101,1602,0
146831,1088,1592,0
146832,1005,1698,0
146834,1135,1505,0
146835,1185,1694,0
146836,472,1874,1
146837,1200,1609,0
146838,1069,1577,0
146840,49,565,0
146843,33,540,0
146844,17,666,0
146845,124,540,0
146846,164,673,0
146847,165,671,0
146848,121,516,0
146850,1060,1559,0
146851,1,632,0
146852,157,519,0
146857,452,1496,1
146859,1128,1696,0
146860,133,609,0
146861,1067,1587,0
146862,784,1968,1
146863,1080,1573,0
146864,452,1630,1
146866,1025,1588,0
146868,1096,1547,0
146869,1191,1510,0
146870,171,668,0
146872,1179,1621,0
146873,458,1434,1
146874,766,1438,1
146875,133,645,0
146876,178,574,0
146877,80,698,0
146880,1084,1673,0
146882,160,539,0
146884,1062,1512,0
146885,113,647,0
146886,62,526,0
146887,484,1964,1
146888,1121,1554,0
146889,107,511,0
146890,1187,1539,0
146891,704,1614,1
146893,91,661,0
146894,744,1586,1
146895,434,1640,1
146896,610,1916,1
146899,1100,1627,0
146900,75,677,0
146901,466,1438,1
146902,1113,1596,0
146905,486,1558,1
146906,27,659,0
146907,121,675,0
146908,1119,1634,0
146910,314,1682,1
146911,1068,1527,0
146912,1159,1665,0
146915,1142,1593,0
146917,1135,1587,0
146919,318,1552,1
146920,1036,1628,0
146921,490,1500,1
146922,75,561,0
146924,1169,1583,0
146925,170,690,0
146927,1032,1674,0
146928,796,1632,1
146930,188,521,0
146933,356,1802,1
146934,408,1694,1
146937,322,1554,1
146938,110,643,0
146940,734,1698,1
146942,54,696,0
146943,161,666,0
146945,488,1746,1
146946,1060,1634,0
146947,200,674,0
146949,1129,1653,0
146950,186,683,0
146951,714,1664,1
146952,100,650,0
146954,476,1574,1
146955,1074,1660,0
146956,376,1822,1
146959,1154,1562,0
146960,1022,1587,0
146961,5,697,0
146962,368,1486,1
146963,1051,1593,0
146964,1198,1680,0
146965,1072,1520,0
146967,199,576,0
146968,1015,1583,0
146969,1107,1594,0
146970,482,1566,1
146971,115,546,0
146972,1029,1559,0
146973,160,694,0
146974,44,664,0
146975,408,1810,1
146977,1013,1516,0
146978,93,697,0
146979,476,1622,1
146980,498,1530,1
146981,153,698,0
146982,37,632,0
146983,101,556,0
146984,1053,1592,0
146985,120,643,0
146986,1012,1566,0
146987,56,503,0
146988,114,634,0
146989,1112,1635,0
146990,1103,1533,0
146992,432,1614,1
146993,1179,1514,0
146994,197,510,0
146995,1040,1516,0
146996,86,582,0
146997,133,595,0
146998,160,566,0
146999,1009,1531,0
147000,31,639,0
147001,1023,1507,0
147002,1070,1564,0
147005,1038,1562,0
147006,3,654,0
147008,1105,1578,0
147013,1145,1537,0
147014,1016,1535,0
147016,314,1562,1
147018,718,1420,1
147020,1032,1547,0
147021,94,568,0
147022,478,1500,1
147023,1168,1655,0
147024,480,1598,1
147026,65,659,0
147028,155,650,0
147029,488,1780,1
147031,175,605,0
147034,1178,1539,0
147036,712,1506,1
147038,56,597,0
147039,1072,1529,0
147040,41,614,0
147041,38,699,0
147044,498,1810,1
147045,178,662,0
147047,51,591,0
147048,140,560,0
147049,754,1680,1
147050,1141,1558,0
147051,1169,1570,0
147053,14,602,0
147054,1097,1543,0
147055,1085,1690,0
147058,124,585,0
147059,47,566,0
147060,460,1624,1
147061,758,1674,1
147062,768,1700,1
147063,84,682,0
147064,1066,1535,0
147065,43,611,0
147067,1134,1502,0
147068,194,631,0
147072,1169,1612,0
147074,1075,1687,0
147075,1160,1510,0
147076,96,592,0
147077,181,566,0
147078,448,1622,1
147080,508,1948,1
147081,95,669,0
147082,1045,1602,0
147083,153,579,0
147085,1025,1580,0
147087,120,606,0
147088,195,507,0
147090,1190,1610,0
147091,79,652,0
147092,1183,1670,0
147095,772,1708,1
147096,90,677,0
147098,442,1640,1
147099,314,1690,1
147100,1048,1556,0
147101,128,567,0
147102,150,657,0
147103,1083,1599,0
147105,740,1830,1
147106,39,693,0
147107,166,555,0
147108,318,1630,1
147109,1106,1533,0
147111,346,1572,1
147112,100,661,0
147113,58,580,0
147114,57,671,0
147115,444,1608,1
147116,682,1906,1
147118,95,538,0
147120,26,501,0
147121,146,637,0
147122,160,527,0
147125,1194,1583,0
147127,800,1408,1
147128,736,1632,1
147129,129,650,0
147130,155,672,0
147132,1165,1505,0
147134,124,628,0
147135,336,1898,1
147137,1155,1528,0
147138,84,695,0
147139,107,685,0
147140,800,1464,1
147142,9,544,0
147143,766,1652,1
147145,314,1616,1
147146,1006,1687,0
147147,172,596,0
147149,742,1602,1
147150,458,1414,1
147151,1064,1623,0
147153,442,1648,1
147154,27,608,0
147157,184,636,0
147158,44,638,0
147161,173,564,0
147163,1199,1635,0
147165,1164,1674,0
147166,39,685,0
147167,402,1960,1
147168,45,571,0
147171,150,525,0
147173,190,583,0
147174,88,630,0
147175,162,513,0
147176,1016,1501,0
147177,173,502,0
147178,4,680,0
147179,388,1646,1
147183,1102,1612,0
147184,95,649,0
147186,1081,1546,0
147187,109,628,0
147189,66,689,0
147191,84,656,0
147195,120,500,0
147196,1156,1600,0
147198,162,572,0
147200,188,501,0
147201,1168,1522,0
147202,72,677,0
147203,1167,1576,0
147204,89,536,0
147205,1048,1625,0
147206,76,649,0
147207,366,1612,1
147208,1046,1557,0
147209,1023,1616,0
147212,418,1638,1
147214,41,624,0
147215,23,622,0
147217,1129,1583,0
147219,1188,1530,0
147225,426,1614,1
147228,1050,1696,0
147231,466,1602,1
147232,177,609,0
147234,744,1610,1
147235,80,510,0
147236,174,700,0
147237,136,681,0
147239,101,654,0
147240,1151,1560,0
147241,792,1534,1
147246,122,666,0
147247,1012,1601,0
147248,316,1542,1
147249,1052,1610,0
147250,800,1900,1
147251,45,693,0
147255,1087,1662,0
147256,44,533,0
147257,129,595,0
147258,91,615,0
147259,1029,1595,0
147260,1186,1687,0
147261,1159,1508,0
147263,80,525,0
147265,710,1650,1
147266,610,1942,1
147267,1164,1643,0
147268,194,580,0
147269,1157,1699,0
147270,171,531,0
147272,800,1436,1
147274,18,674,0
147275,1154,1561,0
147276,158,644,0
147277,1042,1628,0
147279,194,613,0
147280,182,581,0
147281,147,570,0
147282,1080,1618,0
147283,85,649,0
147285,160,550,0
147286,24,519,0
147287,104,648,0
147288,1104,1670,0
147289,71,573,0
147292,85,560,0
147294,452,1534,1
147295,1055,1603,0
147296,1113,1558,0
147297,1080,1525,0
147298,112,645,0
147299,62,594,0
147301,139,513,0
147303,450,1628,1
147305,145,566,0
147307,732,1534,1
147308,45,687,0
147309,1178,1656,0
147312,1063,1646,0
147314,1080,1553,0
147315,1035,1684,0
147316,171,599,0
147320,1086,1597,0
147321,80,524,0
147322,64,612,0
147323,164,504,0
147324,104,543,0
147326,200,690,0
147329,15,690,0
147331,60,540,0
147332,406,1612,1
147336,12,641,0
147337,494,1868,1
147338,1181,1566,0
147340,794,1830,1
147342,1049,1596,0
147344,154,658,0
147346,800,1922,1
147347,180,545,0
147349,1056,1674,0
147351,1143,1536,0
147352,386,1566,1
147353,1104,1511,0
147354,1004,1542,0
147355,1170,1596,0
147356,1004,1544,0
147359,53,505,0
147361,1200,1554,0
147363,1072,1636,0
147364,1071,1536,0
147365,189,553,0
147366,1077,1637,0
147367,134,666,0
147372,484,1982,1
147374,29,673,0
147375,1179,1599,0
147376,83,680,0
147378,1165,1520,0
147379,77,700,0
147380,200,612,0
147381,780,1578,1
147382,1191,1542,0
147383,1048,1502,0
147384,180,672,0
147387,1161,1670,0
147388,25,529,0
147389,532,1414,1
147390,128,549,0
147391,778,1536,1
147393,346,1604,1
147395,1191,1673,0
147396,1172,1649,0
147397,318,1944,1
147398,1041,1513,0
147399,57,664,0
147400,69,612,0
147402,1035,1654,0
147404,1034,1539,0
147406,40,618,0
147407,194,547,0
147408,1089,1551,0
147410,139,681,0
147412,1097,1681,0
147414,1091,1505,0
147417,1029,1691,0
147420,24,535,0
147422,374,1930,1
147423,1168,1621,0
147424,1167,1619,0
147425,1133,1538,0
147426,1129,1609,0
147427,380,1820,1
147429,50,512,0
147431,326,1846,1
147432,197,658,0
147433,1085,1541,0
147435,340,1664,1
147436,162,663,0
147438,404,1666,1
147439,145,557,0
147440,26,674,0
147442,326,1804,1
147443,1050,1690,0
147444,154,684,0
147445,376,1566,1
147446,1002,1513,0
147447,96,540,0
147448,1200,1664,0
147449,1007,1511,0
147451,1008,1628,0
147452,145,665,0
147454,36,541,0
147455,1087,1644,0
147458,14,502,0
147459,1019,1654,0
147460,33,690,0
147461,26,527,0
147462,1047,1689,0
147463,1115,1557,0
147464,334,1660,1
147467,1168,1675,0
147469,1142,1650,0
147470,412,1986,1
147471,66,538,0
147472,129,551,0
147473,1085,1500,0
147475,111,641,0
147480,78,564,0
147483,1082,1631,0
147484,25,600,0
147485,1177,1670,0
147486,54,615,0
147487,708,1982,1
147488,120,554,0
147489,1002,1687,0
147490,120,657,0
147491,112,660,0
147495,498,1986,1
147496,332,1566,1
147498,145,593,0
147499,57,677,0
147500,516,1866,1
147501,1033,1696,0
147503,28,512,0
147504,1001,1600,0
147505,1174,1628,0
147509,758,1506,1
147510,390,1670,1
147512,1090,1583,0
147514,482,1676,1
147515,358,1830,1
147516,1002,1575,0
147517,23,633,0
147518,438,1546,1
147521,106,663,0
147522,20,626,0
147524,1013,1637,0
147525,125,583,0
147526,1021,1638,0
147527,1084,1522,0
147528,108,540,0
147530,103,585,0
147531,1194,1623,0
147532,1001,1580,0
147533,100,579,0
147535,374,1458,1
147537,1090,1526,0
147539,1012,1622,0
147542,1174,1692,0
147543,181,561,0
147548,794,1544,1
147550,1027,1683,0
147551,1055,1693,0
147553,98,543,0
147558,4,603,0
147559,78,540,0
147560,27,533,0
147561,101,509,0
147562,120,622,0
147563,778,1642,1
147564,182,688,0
147568,350,1548,1
147569,183,670,0
147570,142,511,0
147571,187,623,0
147572,73,649,0
147573,100,536,0
147576,1078,1662,0
147577,190,522,0
147579,182,549,0
147581,21,685,0
147582,1062,1646,0
147583,394,1572,1
147585,153,600,0
147587,23,685,0
147588,310,1608,1
147589,1171,1693,0
147590,184,658,0
147591,1154,1592,0
147592,46,607,0
147593,1152,1576,0
147594,428,1532,1
147596,11,614,0
147597,1023,1571,0
147599,476,1864,1
147600,468,1666,1
147601,76,681,0
147602,420,1936,1
147603,105,515,0
147609,5,682,0
147610,1109,1549,0
147612,1186,1558,0
147613,60,538,0
147614,470,1868,1
147615,151,613,0
147616,199,549,0
147617,508,1574,1
147618,49,604,0
147622,144,563,0
147623,1039,1519,0
147624,1034,1500,0
147627,51,598,0
147628,52,629,0
147630,84,683,0
147631,1188,1634,0
147632,150,677,0
147633,4,584,0
147635,1029,1597,0
147637,129,537,0
147638,338,1710,1
147639,1038,1664,0
147640,195,697,0
147641,30,610,0
147642,34,651,0
147643,1108,1695,0
147644,402,1678,1
147646,356,1578,1
147647,157,677,0
147648,73,632,0
147649,1023,1604,0
147651,130,615,0
147652,770,1676,1
147653,380,1834,1
147655,1028,1628,0
147658,69,639,0
147660,1169,1688,0
147662,1079,1637,0
147663,30,577,0
147665,494,1510,1
147666,728,1642,1
147667,1082,1699,0
147668,1118,1685,0
147669,708,1754,1
147670,36,507,0
147672,162,528,0
147673,1042,1515,0
147674,740,1986,1
147675,702,1586,1
147678,1129,1576,0
147679,31,565,0
147680,402,1484,1
147681,1124,1647,0
147682,1157,1650,0
147685,1166,1513,0
147686,1116,1612,0
147687,516,1586,1
147688,1104,1638,0
147689,49,630,0
147691,1085,1683,0
147692,1179,1610,0
147693,1114,1670,0
147695,1167,1654,0
147697,450,1602,1
147698,130,643,0
147699,168,568,0
147700,744,1560,1
147701,1188,1513,0
147702,486,1502,1
147703,1173,1508,0
147704,386,1830,1
147705,452,1712,1
147706,474,1804,1
147707,68,612,0
147708,1110,1681,0
147709,1154,1608,0
147710,115,613,0
147711,1043,1666,0
147712,54,544,0
147714,380,1512,1
147716,6,509,0
147717,158,546,0
147718,158,676,0
147719,1013,1640,0
147720,152,537,0
147721,1039,1547,0
147722,1085,1517,0
147725,116,651,0
147726,194,655,0
147727,400,1548,1
147729,68,695,0
147733,710,1594,1
147734,752,1736,1
147735,1130,1530,0
147736,1069,1500,0
147737,76,643,0
147738,133,576,0
147739,800,1450,1
147740,338,1962,1
147741,58,611,0
147742,1003,1514,0
147743,1123,1555,0
147744,770,1804,1
147745,1092,1509,0
147746,199,646,0
147747,798,1564,1
147748,109,622,0
147750,73,528,0
147751,1058,1644,0
147752,6,562,0
147753,120,558,0
147755,1081,1617,0
147756,99,630,0
147757,44,673,0
147758,1055,1652,0
147759,1103,1565,0
147760,714,1638,1
147763,326,1626,1
147764,1175,1655,0
147765,1079,1538,0
147768,68,607,0
147769,1136,1639,0
147770,304,1698,1
147771,1017,1669,0
147772,1192,1580,0
147773,746,1532,1
147774,404,1592,1
147777,1155,1606,0
147778,148,505,0
147779,76,600,0
147780,25,518,0
147781,1,565,0
147782,1007,1541,0
147785,1199,1642,0
147786,31,695,0
147787,768,1658,1
147788,57,636,0
147789,704,1602,1
147792,1157,1668,0
147793,1014,1503,0
147794,170,522,0
147795,1048,1627,0
147796,488,1856,1
147798,15,684,0
147799,484,1932,1
147801,396,1674,1
147802,1050,1699,0
147806,1029,1502,0
147809,67,549,0
147810,1168,1687,0
147811,153,589,0
147813,702,1566,1
147814,1104,1598,0
147815,1040,1573,0
147818,39,520,0
147820,59,689,0
147821,480,1604,1
147822,312,1898,1
147825,106,599,0
147828,191,578,0
147829,1064,1686,0
147830,96,585,0
147831,106,532,0
147832,1013,1623,0
147833,734,1676,1
147834,41,649,0
147835,792,1596,1
147836,1066,1649,0
147841,36,539,0
147842,338,1602,1
147845,1171,1512,0
147846,18,625,0
147848,151,554,0
147849,338,1634,1
147853,1002,1693,0
147855,58,678,0
147856,1077,1667,0
147857,53,545,0
147858,1149,1650,0
147859,145,615,0
147862,1149,1524,0
147863,1018,1654,0
147864,190,536,0
147865,1029,1515,0
147868,54,613,0
147870,186,516,0
147872,1183,1532,0
147873,1195,1503,0
147874,111,567,0
147875,1045,1503,0
147876,1103,1638,0
147877,184,612,0
147878,163,549,0
147879,169,542,0
147881,92,630,0
147882,1092,1581,0
147884,117,545,0
147886,1200,1646,0
147887,118,509,0
147888,1007,1521,0
147889,156,669,0
147890,1058,1632,0
147892,430,1506,1
147893,1030,1505,0
147894,56,601,0
147895,302,1672,1
147896,107,598,0
147897,1144,1586,0
147898,71,595,0
147899,167,590,0
147900,189,504,0
147901,458,1474,1
147902,36,643,0
147903,188,543,0
147904,1121,1550,0
147905,63,696,0
147906,150,649,0
147907,1079,1586,0
147909,144,539,0
147910,1190,1526,0
147911,1046,1692,0
147912,183,537,0
147913,322,1936,1
147914,107,537,0
147915,5,651,0
147917,163,662,0
147919,776,1630,1
147920,328,1588,1
147921,1151,1672,0
147922,486,1590,1
147923,1052,1633,0
147924,1035,1697,0
147926,382,1654,1
147927,1082,1535,0
147928,116,567,0
147930,1121,1623,0
147931,716,1620,1
147933,61,540,0
147934,1145,1587,0
147935,1025,1589,0
147936,38,559,0
147937,1102,1675,0
147938,1040,1539,0
147940,368,1868,1
147941,46,628,0
147942,90,569,0
147945,1078,1634,0
147946,1017,1526,0
147947,1079,1600,0
147948,390,1968,1
147949,380,1640,1
147950,450,1536,1
147951,115,643,0
147952,1142,1596,0
147953,794,1590,1
147955,124,582,0
147956,188,648,0
147957,1062,1582,0
147959,344,1556,1
147960,1094,1555,0
147961,1113,1645,0
147962,1032,1628,0
147963,11,694,0
147966,580,1980,1
147967,1097,1638,0
147969,123,597,0
147970,1137,1684,0
147971,68,687,0
147972,338,1440,1
147973,1146,1502,0
147974,776,1600,1
147976,332,1532,1
147977,1145,1540,0
147979,422,1616,1
147981,165,582,0
147982,1157,1644,0
147983,782,1644,1
147984,1171,1500,0
147985,428,1922,1
147986,1122,1533,0
147988,1088,1638,0
147990,96,554,0
147992,76,627,0
147993,116,577,0
147995,1131,1508,0
147997,162,510,0
147998,1037,1668,0
147999,356,1592,1
148001,426,1638,1
148002,1169,1605,0
148003,1160,1611,0
148004,172,622,0
148006,100,610,0
148008,1095,1630,0
148010,96,510,0
148011,1,548,0
148012,318,1638,1
148014,712,1632,1
148017,1063,1624,0
148018,59,556,0
148020,46,528,0
148022,432,1654,1
148023,1,578,0
148024,1142,1688,0
148026,13,564,0
148027,1061,1625,0
148028,189,598,0
148030,1035,1695,0
148031,189,605,0
148033,706,1510,1
148034,1012,1676,0
148035,1046,1660,0
148039,1081,1570,0
148041,768,1438,1
148042,1036,1602,0
148043,56,697,0
148045,148,518,0
148047,610,1644,1
148048,61,525,0
148049,13,569,0
148050,758,1664,1
148051,1076,1555,0
148053,165,551,0
148056,18,513,0
