,ID,text,clean_text
1553,191,"An object may appear to be moving for one person and stationary for some other. For the passengers in a moving bus, the roadside trees appear to be moving backwards. A person standing on the road side perceives the bus alongwith the passengers as moving. However, a passenger inside the bus sees his fellow passengers to be at rest. What do these observations indicate?",object moving person stationary passenger moving bus roadside tree moving backwards person standing road perceives bus alongwith passenger moving passenger inside bus see his fellow passenger rest observation
1554,976,"The Father of History ' , Herodotus and Thucydides were great historians .",father history herodotus thucydides great historian
1555,1155,Group of organisms that breed among themselves and produce fertile offsprings make a .,group organism breed produce fertile offspring
1556,603,Her brother may not like this.,her brother
1557,1648,(v) Name the fibre crops and name the climatic conditions required for their growth.,fibre crop climatic condition required growth
1558,810,"Again , a farmer tries to earn to increase his income by fishing or by running business side by side with his farming profession .",farmer earn increase his income fishing running business his farming profession
1559,1100,"If ultraviolet radiation were not absorbed by ozone, it would reach the earth s surface and cause harm to us and other life forms. Ozone acts as a natural shield against this radiation.",ultraviolet radiation absorbed ozone reach earth surface harm life form ozone act natural shield radiation
1560,522,. Under what soil condition do you think a farmer would treat the soil of his fields with quick lime (calcium oxide) or slaked lime (calcium hydroxide) or chalk (calcium carbonate)?,soil condition farmer treat soil his field quick lime calcium oxide slaked lime calcium hydroxide chalk calcium carbonate
1561,1742,"Like water in the above activity, most liquids that conduct electricity are solutions of acids, bases or salts.",water activity liquid conduct electricity solution acid base salt
1562,1940,It is a common building without any decorations .,common building decoration
1563,1670,"Other major cash crops includes cotton , sugarcane , banana , tea , oil-palm , tobacco and citrus fruits .",major cash crop includes cotton sugarcane banana tea oilpalm tobacco citrus fruit
1564,1146,"In this way , Amoeba takes the food material inside the body .",amoeba take food material inside body
1565,1001,"(iii) Characteristics or qualities of the population: What are their age, sex-composition, literacy levels, occupational structure and health conditions?",iii characteristic quality population age sexcomposition literacy level occupational structure health condition
1566,1774,Areas where people used stones to create various tools have been thought to be the first industrial sites of human beings .,area people stone create tool thought industrial site human being
1567,501,Without prior notice the government could search any person or his house .,prior notice government search person his house
1568,120,Such a man,man
1569,288,My father brought bamboos from the nearby forest .,father brought bamboo nearby forest
1570,796,"In order to move laterally , he should take a convenient position by taking one step forward from the middle of the goal line and creating an imaginary curve between the two goal posts .",order laterally he convenient position step forward middle goal creating imaginary curve goal post
1571,1339,"Sea water is saline , as it contains lot of common salt dissolved in it .",sea water saline lot common salt dissolved
1572,847,g. . Wrist Catch g. . Ankle Catch Thigh Catch : When the raider is standing with legs apart or trying to touch with his hands of defensive player .,wrist catch ankle catch thigh catch raider standing leg touch his hand defensive player
1573,904,"Rest portion is left for man , other animals and heterophytic plants .",rest portion left man animal heterophytic plant
1574,1756,classify the sources of water that are suitable for drinking .,classify source water suitable drinking
1575,74,He even tries accelerate speed in the last ve to ten metres of the distance .,he accelerate speed metre distance
1576,1542,Such an environment is called polluted environment .,environment called polluted environment
1577,1526,"Among these rivers , excess rainfall in the basins of the Padma , the Jamuna and the Meghna is the main reason for flood in the country .",river excess rainfall basin padma jamuna meghna main reason flood country
1578,1747,Velocity can be positive or negative. A positive velocity points in the direction you chose as positive in your coordinate system. A negative velocity points in the direction opposite to the positive direction.,velocity positive negative positive velocity point direction chose positive coordinate negative velocity point direction opposite positive direction
1579,1414,"If the soil is basic , the organic matter releases acids , which neutralises the basic nature of soil .",soil basic organic matter release acid neutralises basic nature soil
1580,1597,Direct and Opposite Tides : The moon is continuously moving around the earth .,direct opposite tide moon continuously moving earth
1581,1075,(ii) . number of He atoms (finding mole from number of particles).,number he atom finding mole number particle
1582,1119,(c) AC generator will generate a higher voltage.,generator generate higher voltage
1583,1254,"In the forest , there are always interesting things to see .",forest interesting thing
1584,504,MLA : My constituency of Tolpatti too has a serious shortage of water. Women travel up to or kilometres to collect water. How many tankers have been put into service to supply water? How many wells and ponds have been cleaned and disinfected?,mla constituency tolpatti shortage water woman travel kilometre collect water tanker service supply water well pond cleaned disinfected
1585,1893,The change is due to the movement of molecules .,change movement molecule
1586,1220,"Based on The Times Atlas of World History, (ed. Geoffrey Barraclough) Hammond Inc, New Jersey, , pp -.",based time atlas history geoffrey barraclough hammond jersey
1587,826,"As a social being , a man creates his family .",social man creates his family
1588,1008,Why is separation of substances necessary in our daily life ?,separation substance daily life
1589,1230,About 21 % of the GNP ( Gross National Product ) comes from agriculture .,gnp gross national product agriculture
1590,555,They justified their domination as Civilising Missionand White Man 's burden.,justified domination civilising missionand white man burden
1591,685,Whatever he takes is not always digested properly .,he take digested properly
1592,909,As social science economics deals with the economic activities of man .,social science economics deal economic activity man
1593,1855,"If the angle of incidence is the angle of reflection is ( , , , ) .",angle incidence angle reflection
1594,1586,Act : Morley Minto reforms did not satisfy the Indians .,morley minto reform satisfy indian
1595,357,It is inferred that this ancestor of man began walking on two legs .,inferred ancestor man began walking leg
1596,1012,The parts of all kinds of sewing machine are more or less same .,part kind sewing machine
1597,1372,"Our industries , agricultures and societies are being developed with the help of electricity .",industry agriculture society developed electricity
1598,416,The number of male is 51 percent and the number of female is 49 .,number male percent number female
1599,465,Men sweat profusely in summer owing to hard work .,men sweat profusely summer hard work
1600,1579,Excessive cold or respiratory tract infection may lead to pneumonia .,excessive cold respiratory tract infection lead pneumonia
1601,394,Vector example mosquito Microorganisms . man .,vector mosquito microorganism man
1602,1163,It is remarkable to note that the length of the scale and the number of divisions would depend on the nature of the scales to be drawn .,remarkable note length scale number division depend nature scale drawn
1603,600,They also help their mothers in cooking and performing other domestic chores .,mother cooking performing domestic chore
1604,92,They call durian the king of fruits .,durian king fruit
1605,270,"Location : Voluntary muscles remain attached with the skeletal system as muscles of - hand , and feet of man .",location voluntary muscle remain attached skeletal muscle hand foot man
1606,1150,"inlet for hard water soft water permutit brine solution outlet for soft water coarse sand and gravel other uses Fig. . : Ion exchange process Zeolite is a mixture of sodium , aluminium and silicates .",inlet hard water soft water permutit brine solution outlet soft water coarse sand gravel fig ion exchange process zeolite mixture sodium aluminium silicate
1607,2,"Your mother cleans the rice by separating husk , mud particles , in it before cooking .",mother clean rice separating husk mud particle cooking
1608,1493,"During Atharva Veda period Angas were living in the east Bihar and the Magadh tribe in central Bihar , south of the river Ganga .",atharva veda period angas living east bihar magadh tribe central bihar south river ganga
1609,628,That is why soil is compared to mother .,soil compared mother
1610,527,He should be given full rest in a place of proper ventilation .,he rest place proper ventilation
1611,1405,"Kessowjee Naik brought his dyers back to their old quarters. I prosecuted them, but was defeated. Kessowjee Naik spent money like water, eminent physicians swore solemnly that dye pits were beneficial to health! This infamous success emboldened a powerful German firm to open a large steam Dyeing Factory close to Parbadevi Temple whose refuse waters polluted the fair sands of Mahim Bay Last but not least Bhoys and Dasses, Shenvis Brahmins and all the Jees, set up cotton and spinning mills anywhere their sweet will prompted them: for example close to the Byculla Club itself, around the Race Course and Kamathippora",kessowjee naik brought his dyer quarter prosecuted defeated kessowjee naik spent money water eminent physician swore solemnly dye pit beneficial health infamous success emboldened powerful german firm open large steam dyeing factory close parbadevi temple refuse water polluted fair sand mahim bay bhoys das shenvis brahmin jees set cotton spinning mill sweet prompted close byculla club race kamathippora
1612,1369,Which states have more than Lok Sabha Constituencies?,state lok sabha constituency
1613,180,"On the other hand , the grand fathers and grand mothers think that they are important persons of the family .",hand grand father grand mother person family
1614,1792,"Duration of earth 's Duration of earth 's Planets rotation revolution Mercury Venus Earth Mars Jupiter Saturn Uranus Neptune days days hours hrs , min hrs hrs . min hrs . min hrs . min days days days days years years years years .",duration earth duration earth planet rotation revolution mercury venus earth mar jupiter saturn uranus neptune day day hour hr min hr hr min hr min hr min day day day day year year year year
1615,1152,Its composition can be represented by the chemical formula .,composition represented chemical formula
1616,1927,you can see me only in the animal cell .,animal cell
1617,1443,"Hence , it is commonly said all esh is grass .",commonly esh grass
1618,197,He cannot live alone .,he live
1619,1795,A group of cells with similar structure and function is a a ) tissue c ) organ system b ) organ d ) organism II .,group cell structure function tissue organ organ organism
1620,965,Man as well as plant have a close relationship with the soil .,man plant close relationship soil
1621,1407,"THOM , GEGS , VARAL , APPU MOTH - &gt; - &gt; - &gt; .",thom gegs varal appu moth gt gt gt
1622,524,"These officers and army were employees of the king.Therefore, they were bound to follow his orders and the king could ensure that his commands for the common people were obeyed by them.",officer army employee kingtherefore bound follow his order king ensure his command common people obeyed
1623,1068,Meharuli 's iron pillar and Vijayapura 's whispering Golgumbuz are the evidences of the maturity of then Science and Technical knowledge .,meharuli iron pillar vijayapura whispering golgumbuz evidence maturity science technical knowledge
1624,452,If a man fails to lift a heavy stone no work is said to be done .,man fails lift heavy stone work
1625,972,An optometrist holds a lens in front of a patient's eye to correct her vision.The following image shows how lenses can be used to correct far and near-sightedness.,optometrist hold lens patient eye correct her visionthe image lens correct nearsightedness
1626,1048,Reflection from a rough or irregular surface is called irregular reflection or diffused reflection (see figure ). Images are not clear in case of irregular reflection. In some cases we can t find the image at all.,reflection rough irregular surface called irregular reflection diffused reflection figure image clear case irregular reflection case image
1627,164,He wins the heart of the people easily by gentle behaviour and good manners .,he win heart people easily gentle behaviour good manner
1628,1038,"From the above discussion , it can be said that differences in plants and agricultural products is due to variation in climatic conditions in different regions .",discussion difference plant agricultural product variation climatic condition region
1629,203,In this kind of agriculture the farmer engages only the members of his family .,kind agriculture farmer engages member his family
1630,395,"When he is showing the back , then it is assumed that it is night .",he showing assumed night
1631,887,Calculate the difference between the climber's potential energy at the top of the slope and her potential energy at the bottom of the slope,calculate difference climber potential energy slope her potential energy slope
1632,1833,Indian alchemists were one of the rst people in the world to make alloys .,indian alchemist rst people alloy
1633,622,It spreads before one knows that he has been infected .,spread he infected
1634,620,"The ampere is named after Andr -Marie Amp re (-), a French mathematician and physicist. He is considered the father of electrodynamics, which is the study of the effect of electromagnetic forces between electric charges and currents.",ampere named andr marie amp french mathematician physicist he considered father electrodynamics study electromagnetic force electric charge current
1635,1378,"There were other problems too. The planters usually insisted that indigo be cultivated on the best soils in which peasants preferred to cultivate rice. Indigo, moreover, had deep roots and it exhausted the soil rapidly. After an indigo harvest the land could not be sown with rice.",problem planter insisted indigo cultivated soil peasant preferred cultivate rice indigo deep root exhausted soil rapidly indigo harvest land sown rice
1636,529,The catcher acts as if he cathes in this skill .,catcher act he cathes skill
1637,232,Good habit will be formed in him .,good habit formed him
1638,409,Male members can go to market and can help the head of the family in cleaning the house .,male member market head family cleaning house
1639,568,"Man needs food to eat , clothes to wear , house to live , medicine to recover from illness and beverages to drink .",man food eat clothes wear house live medicine recover illness beverage drink
1640,1650,"Now , shall we write the properties of cathode rays from the conclusions ?",write property cathode ray conclusion
1641,266,The land owner does not directly cultivate the land ; he rather employs hired labour .,land owner directly cultivate land he employ hired labour
1642,230,Working against gravity The air slows down this skydiver because his parachute has so much surface area .,working gravity air slows skydiver his parachute surface area
1643,647,A person applies hydrogen peroxide on his wound .,person applies hydrogen peroxide his wound
1644,1032,"The light rays from the stars pass through the atmosphere , in a zig - zag line and thus the stars appear to twinkle .",light ray star pas atmosphere zig zag star twinkle
1645,1240,It is an important spice for preparing any Bengali dish .,spice preparing bengali dish
1646,516,Some algae are used as food for man and aquatic animals .,algae food man aquatic animal
1647,609,If an athlete fails to take his attempt within the alloted time then the attempt is considered foul and the next athlete has been given a chance to take the jump After the jump if an athlete comes back and crosses take off board then such attempt is considered a foul attempt .,athlete fails his attempt alloted time attempt considered foul athlete chance jump jump athlete cross board attempt considered foul attempt
1648,1469,Their protest was aimed at the feudal administration of the Shogunate and their policy of concluding commercial treaties with foreigners .,protest aimed feudal administration shogunate policy concluding commercial treaty foreigner
1649,47,Perhaps the making of bricks is one of the earliest crafts known to man !,making brick earliest craft man
1650,602,Give con dence to the injured and his relatives if present nearby and Inform the nearby doctor as early as possible .,dence injured his relative nearby inform nearby doctor early
1651,1033,A liquid 's force is acting over an area of m .,liquid force acting area
1652,62,Occupation is such an activity through which a person acquires resource for livelihood viz resource might be in the form of cash or kind and this acquired resource is called his income .,occupation activity person acquires resource livelihood resource form cash kind acquired resource called his income
1653,1028,Adolescence is the period of reproductive maturity which lies usually between the ages of to years.,adolescence period reproductive maturity lie age year
1654,676,"An attempt will be registered in the name of jumper in case if he touches the up rights , cross bar , landing pit before taking off .",attempt registered jumper case he touch right cross bar landing pit
1655,954,"The man who is polite and patient listen to what others say , their sorrows , sufferings and try to solve those problems .",man polite patient listen sorrow suffering solve problem
1656,1985,Hey you said that it is cold in the morning .,hey cold morning
1657,1555,Pulakeshi II could not rule the whole of his kingdom from one centre .,pulakeshi rule his kingdom centre
1658,481,Some of you may have seen physical feats demonstrated by some men .,physical feat demonstrated men
1659,1863,Its coming back depends upon how far the building is from you .,coming depends building
1660,1392,What are the major physical divisions of Australia ?,major physical division australia
1661,1239,Fig-: (a) Force applied on a ball at rest.,fig force applied ball rest
1662,130,"For example , if the home manager is interested to invite others on any special occasion or in shopping and if she can do it with enthusiasm , this very quality can inspire the children of the family as well .",manager interested invite special occasion shopping she enthusiasm quality inspire child family
1663,1458,Draw a picture of your molecule in the final column of the table.,draw picture molecule final column table
1664,1999,To prevent water pollution in our country primarily people should be motivated through different medias .,prevent water pollution country people motivated medias
1665,1596,"So , how does mineral replacement work ?",mineral replacement work
1666,942,"Once the crop had ripened it had to be harvested. Before the s, the grain used to be harvested with a cradle or sickle. At harvest time, hundreds of men and women could be seen in the fields cutting the crop. In, Cyrus McCormick invented the first mechanical reaper which could cut in one day as much as five men could cut with cradles and men with sickles.",crop ripened harvested grain harvested cradle sickle harvest time hundred men woman field cutting crop cyrus mccormick invented mechanical reaper cut day men cut cradle men sickle
1667,1592,Experiment : Collect some floating green algae in a beaker containing water from a stagnant water source .,experiment collect floating green algae beaker water stagnant water source
1668,1108,Balanced diets contain all types of food elements proportionately .,balanced diet type food element proportionately
1669,929,The Commissioner met with this large group and said that he did not have enough trucks.,commissioner met large group he truck
1670,639,She should supervise their work accordingly as well .,she supervise work
1671,642,"Godan (The Gift of Cow), published in , remains Premchand s best-known work. It is an epic of the Indian peasantry. The novel tells the moving story of Hori and his wife Dhania, a peasant couple. Landlords, moneylenders, priests and colonial bureaucrats all those who hold power in society form a network of oppression, rob their land and make them into landless labourers. Yet Hori and Dhania retain their dignity to the end.",godan gift cow published remains premchand bestknown work epic indian peasantry tell moving story hori his wife dhania peasant couple landlord moneylender priest colonial bureaucrat hold power society form network oppression rob land landless labourer hori dhania retain dignity
1672,315,"Let us consider an example of the motion of a body along a closed path. Fig . (a) shows the path of an athlete along a rectangular track ABCD. Let us assume that the athlete runs at a uniform speed on the straight parts AB, BC, CD and DA of the track. In order to keep himself on track, he quickly changes his speed at the corners. How many times will the athlete have to change his direction of motion, while he completes one round? It is clear that to move in a rectangular track once, he has to change his direction of motion four times.",motion body closed path fig path athlete rectangular track abcd assume athlete run uniform speed straight part track order himself track he his speed corner time athlete change his direction motion he completes round clear rectangular track he change his direction motion time
1673,1890,Scientist proposed a name for every plant known and divided them into different groups .,scientist proposed plant divided group
1674,1678,Air slows down falling objects on Earth .,air slows falling object earth
1675,444,policeman .,policeman
1676,216,That is why a man belongs to upper class or middle class or lower class family .,man belongs upper class middle class lower class family
1677,1520,Aves : Animals which fly in the sky are classified as aves .,aves animal fly sky classified aves
1678,1651,Hills Mountains It is getting very cold as the wind rises up .,hill mountain cold wind rise
1679,566,Man is a slave to habits .,man slave habit
1680,613,Attitude of mothers on the food to be served to the child is of much importance .,attitude mother food served child
1681,912,"In view of this ownership of Allah , man will perform the activities in production , earning of livelihood and distribution of resources according to the dictates of Allah .",view ownership allah man perform activity production earning livelihood distribution resource dictate allah
1682,1797,Why do children look like their parents ?,child parent
1683,252,"I am most anxious that girls should not over-exert themselves, or become absorbed in athletic rivalries, and therefore we do not play against the other schools. I think it is better for girls to learn to take an interest in botany, geology etc., and not make country excursions.",anxious girl overexert absorbed athletic rivalry play school girl learn botany geology country excursion
1684,283,"Soon the ryotwari area too was full of landlords who rented out their lands to helpless tenants for very high rents. The tenants had to pay rent that was three to seven times more than the land revenue paid by the ryots to the government. (That is if a ryot paid Rs. /- as land revenue for a piece of land to the government, he was able to get Rs. /- to /- from the tenants for the same land.) As a result they too did not have any interest in investing in improving agriculture, but only in renting it out at higher and higher rates.",ryotwari area landlord rented land helpless tenant high rent tenant pay rent time land revenue paid ryots government ryot paid land revenue piece land government he tenant land result investing improving agriculture renting higher higher rate
1685,278,"Now, it is mandatory for every candidate who contests elections to file an affidavit giving details of his property and criminal cases pending against him.",mandatory candidate contest election file affidavit detail his property criminal case pending him
1686,1341,The - classificationofkingdomplantaeisgivenbelow Non-flowering plants ( cryptogams ) . .,classificationofkingdomplantaeisgivenbelow nonflowering plant cryptogam
1687,1373,. Name four countries on the coast of the Black Sea. AS,country coast black sea
1688,989,Enterprises The main purpose of organiser or producer is to gain profit in production but he may suffer loss due to various reasons and particularly due to uncertainties of future .,enterprise main purpose organiser producer gain profit production he suffer loss reason uncertainty future
1689,1773,Vessels elements have open ends Water is transported directly to the next cell,vessel element open end water transported directly cell
1690,1689,"By , a modest economic recovery was under way in most industrial countries. But the Great Depression s wider effects on society, politics and international relations, and on peoples minds, proved more enduring.",modest economic recovery industrial country great depression wider effect society politics international relation people mind proved enduring
1691,408,The home manager should adjust herself and try to pursue the other members of the family to adjust themselves with the new routine .,manager adjust herself pursue member family adjust routine
1692,941,The meaning behind that was those people thought beyond the common man in identifying the problems.,meaning people thought common man identifying problem
1693,1281,"Since the ball moves along a straight line (i.e. left and right), we can use the algebraic technique of vector subtraction just discussed.",ball move straight left algebraic technique vector subtraction discussed
1694,1252,How much is the difference between the income of fifth person and the average income ?,difference income person average income
1695,1698,Application of medication as per physician ' s advice is must .,application medication physician advice
1696,208,"The painting is a female allegory of liberty that is, the female form symbolises the idea of freedom.",painting female allegory liberty female form symbolises idea freedom
1697,181,Both men and women participated in this game .,men woman participated game
1698,707,Indicators Which is the common group that includes man and monkeys ?,indicator common group includes man monkey
1699,286,"The flowers which contain either only the pistil or only the stamens are called unisexual flowers. The flowers which contain both stamens and pistil are called bisexual flowers. Corn, papaya and cucumber produce unisexual flowers, whereas mustard, rose and petunia have bisexual flowers. Both the male and the female unisexual flowers may be present in the same plant or in different plants.",flower pistil stamen called unisexual flower flower stamen pistil called bisexual flower corn papaya cucumber produce unisexual flower mustard rose petunia bisexual flower male female unisexual flower plant plant
1700,1141,"Changes, change in state, duration of day, indicators of change, slow/fast change, temporary/permanent change, natural/man-made change.",change state duration day indicator change slowfast change temporarypermanent change naturalmanmade change
1701,1877,"According to encyclopaedia Britannica , ' Nomadic life is a type of life ' .",encyclopaedia britannica nomadic life type life
1702,690,Some people conceive the idea that family originated from that time when men accepted cultivation as a profession .,people conceive idea family originated time men accepted cultivation profession
1703,173,He makes use of that money to purchase goods and services he requires .,he money purchase good service he requires
1704,1313,It organized Sathyagrahas pressing for the integration of Karnataka and more five thousand people courted arrest .,organized sathyagrahas pressing integration karnataka people courted arrest
1705,61,The periphery of man ' s knowledge has extended a lot .,periphery man knowledge extended lot
1706,462,"The principal figure in an Indian district was the Collector. As the title suggests, his main job was to collect revenue and taxes and maintain law and order in his district with the help of judges, police officers and darogas. His office the Collectorate became the new centre of power and patronage that steadily replaced previous holders of authority.",principal figure indian district collector title suggests his main job collect revenue tax maintain law order his district judge police officer darogas his office collectorate centre power patronage steadily replaced previous holder authority
1707,1569,What do you think the slime is used for?,slime
1708,390,It leads to financial problems in the family and increased exploitation of women .,lead financial problem family increased exploitation woman
1709,486,"Besides these daily activities , a home manager has to arrange a variety of functions related to various occasions and seasons and in performing all these activities , she has to make herself responsible from the beginning to the end .",daily activity manager arrange variety function occasion season performing activity she herself responsible
1710,952,"For example , if a housewife is not able to cook a new item of food , she must try to make it again and again .",housewife cook item food she
1711,1812,. What will happen if there are no platelets in the blood?,happen platelet blood
1712,1936,"The Allies would not have been as successful in the First World War and the Second World War if they had not been able to exploit the resources and people of their colonies. Both the world wars had a devastating effect on the forests of India, Indonesia and elsewhere.The forest department cut freely to satisfy war needs.",ally successful war war exploit resource people colony war devastating forest india indonesia elsewherethe forest department cut freely satisfy war
1713,1489,umbilical cord: the cord or tube-like structure that connects the foetus at the abdomen with the placenta of the mother and transports nourishment and oxygen to the foetus and removes waste,umbilical cord cord tubelike structure connects foetus abdomen placenta mother transport nourishment oxygen foetus remove waste
1714,1025,Let's take a closer look at what happens inside a power station. Have a look at the following diagram.,closer inside power station diagram
1715,1423,"If you feel cold during winter , just remember that in parts of North America and Europe , the temperature in winter can be as low as minus C ( ice everywhere ) .",feel cold winter remember part north america europe temperature winter low minus ice
1716,1413,Throw light on the government efforts done for improving the condition of agricultural labourers .,throw light government effort improving condition agricultural labourer
1717,1144,"Observe the table carefully, discuss with your teacher and conclude which fertilizer is best to the farmers and why?",observe table carefully discus teacher conclude fertilizer farmer
1718,1406,"Lightning Conductor is a device used to protect buildings from the effect of lightning. A metallic rod, taller than the building, is installed in the walls of the building during its construction.",lightning conductor device protect building lightning metallic rod taller building installed wall building construction
1719,1200,By using it we know about the earth .,earth
1720,264,He helps us to enter the classrooms in time by ringing the bell .,he help enter classroom time ringing bell
1721,1694,What is the dependent variable for this experiment? [ mark],dependent variable experiment mark
1722,1277,ii ) Seed Drill : It is a method of sowing the seeds through the funnel or using two or three pipes having sharp ends .,seed drill method sowing seed funnel pipe sharp end
1723,1409,The name of their home god is boncher .,god boncher
1724,677,a Women always vote the way men tell them to. So what is the point of giving them the right to vote?,woman vote men point vote
1725,36,"If the blood of an AIDS patient is transfused to a healthy person , he / she will also be infected with AIDS .",blood aid patient transfused healthy person he she infected aid
1726,499,The sole trader uses his own skill and responsible for all the losses .,sole trader his skill responsible loss
1727,1858,"the bottle starts sliding from rest, so its initial velocity is",bottle start sliding rest initial velocity
1728,1776,"Now increase angle of incidence , refracted angle will increase too .",increase angle incidence refracted angle increase
1729,287,"Track formation State , National and International records Introduction : Athletics is known as the father of all the sporting events .",track formation state national international record introduction athletics father sporting event
1730,1693,These white dot like things soon turn black .,white dot thing turn black
1731,743,"Likewise , with the cheque book , he can withdraw money from his account .",likewise cheque book he withdraw money his account
1732,994,"III Landing : After clearing the cross bar and during land - ing into the soft pit or sand pit , the jumper has to place his right leg and right hand rst .",iii landing clearing cross bar land ing soft pit sand pit jumper place his leg hand rst
1733,1864,It encouraged Islamic religion and law education .,encouraged islamic religion law education
1734,341,By man,man
1735,33,Flowers are the sexual organs of angiosperms. Many plants have both the male and female reproductive organs in the same flower although some may have male and female structures on different plants all together.,flower sexual organ angiosperm plant male female reproductive organ flower male female structure plant
1736,1531,. Which are the major physiographic divisions of India? Contrast the relief of the Himalayan region with that of the Peninsular plateau.,major physiographic division india contrast relief himalayan region peninsular plateau
1737,25,"From this , he starts forming idea of himself .",he start forming idea himself
1738,96,Is the number and sizes of cells in both man and elephant the same?,number size cell man elephant
1739,340,. Niharika observed an electrician repairing a street light wearing gloves on his hand. She asked him some questions. What would be those questions?,niharika observed electrician repairing street light wearing glove his hand she asked him question question
1740,966,He implements the decisions of the council .,he implement decision council
1741,322,Bipedal Method : In this method of covering when a chaser receives kho he gets up and starts walking with straight knees and his upper body slightly bent and his hands stretched straight and parallel to the ground .,bipedal method method covering chaser receives kho he start walking straight knee his upper body bent his hand stretched straight parallel ground
1742,944,"He aroused people to realise that all men are equal, and that it is the birthright of every individual to enjoy liberty and equality.",he aroused people realise men equal birthright individual enjoy liberty equality
1743,285,"A high jumper going over the bar.Think about her jumping, from the moment her feet leave the ground. She goes up in the air, she almost stops as she goes over the bar, and then she comes down again.",high jumper barthink her jumping moment her foot leave ground she air she stop she bar she
1744,1572,the The unique contribution of the Chalukyan period has been the Vachana literature .,unique contribution chalukyan period vachana literature
1745,1377,"Surface mining is exactly what the word says - digging rocks out from the surface, forming a hole or pit. In South Africa, this method is used to mine for iron, copper, chromium, manganese, phosphate and coal.",surface mining word digging rock surface forming hole pit south africa method iron copper chromium manganese phosphate coal
1746,1099,The lines of force of the magnet cut the coil .,line force magnet cut coil
1747,614,"Scouting helps make the boys and girls patriotic , good and ideal citizens .",scouting help boy girl patriotic good ideal citizen
1748,1145,Usually rusting can be prevented by covering the metal with paints or grease and by applying oil or grease on the rotating parts of the machine .,rusting prevented covering metal paint grease applying oil grease rotating part machine
1749,472,"Nimone is a village on the Chauphula-Shirur Road. Like many others, this village has also been facing a severe water shortage for the last few months and villagers depend on tankers for all their needs. Bhagvan Mahadeo Lad () of this village was beaten with sticks, iron rods and axes by a group of seven men. The incident came to light when some villagers brought a badly injured Lad to hospital for treatment. In the FIR recorded by the police Lad said that he was attacked when he insisted that the water in the tanker must be emptied into the storage tanks constructed as part of the water supply scheme by Nimone Gram Panchayat so that there would be equal distribution of water. However, he alleged that the upper caste men were against this and told him that the tanker water was not meant for the lower castes.",nimone village chauphulashirur road village facing severe water shortage month villager depend tanker bhagvan mahadeo lad village beaten stick iron rod ax group men incident light villager brought badly injured lad hospital treatment fir recorded police lad he attacked he insisted water tanker emptied storage tank constructed water supply scheme nimone gram panchayat equal distribution water he alleged upper caste men told him tanker water meant lower caste
1750,1793,Here are some examples of how this rule should be applied:,example rule applied
1751,648,Father of Yoga is Sage Patanjali who wrote Yoga Sutra in the nd century B.C. .,father yoga sage patanjali wrote yoga sutra century
1752,75,"At the stage of implementation , she has to take decision on how , by whom and where these jobs will be done .",stage implementation she decision job
1753,48,Both young boys and girls take part in religious and social functions .,young boy girl religious social function
1754,1471,"In , ' Dalit writers and artists association ' was started in Bhadravathi .",dalit writer artist association started bhadravathi
1755,245,. If you have someone working as a domestic help in your house or locality talk to her and find out a little bit more about her life Who are her family members? Where is her home? How many hours does she work? How much does she get paid? Write a small story based on these details.,working domestic house locality talk her bit her life her family member her hour she work she paid write small story based detail
1756,168,"In those days bards and religious story tellers (like harikatha) used to wander around telling stories of the various gods and goddesses like Shiva, Vishnu or Durga or stories of the Ramayana and the Mahabharata.",day bard religious story teller harikatha wander telling story god goddess shiva vishnu durga story ramayana mahabharata
1757,531,"As labour is bodily connected with the labourer , the presence of a labourer is indispensable at the time of selling his labour .",labour bodily connected labourer presence labourer indispensable time selling his labour
1758,1671,Prepare separately a % solution of any one pair of substances listed under X and Y in water.,prepare separately solution pair substance listed water
1759,1431,This will keep the clothes clean and return its newness .,clothes clean return newness
1760,900,The player places more stress on his thumb nger in this method .,player place stress his thumb nger method
1761,1952,_______ The fertilised egg is implanted in the uterine lining.,_______ fertilised egg implanted uterine lining
1762,1374,The end of the muscle form thick white bundles before attaching to the bones .,muscle form thick white bundle attaching bone
